0.22055	3.39386	21.035	0.878326975438203	0.001580322386742
0.22371	3.43136	21.035	0.876999018840036	0.001528261807815
0.2269	3.46886	21.035	0.875844891143271	0.00148000664055
0.2301	3.50636	21.035	0.874812644081779	0.001447748573373
0.23332	3.54386	21.035	0.874063158759047	0.001399822308259
0.23657	3.58136	21.035	0.873343989333398	0.001358098034963
0.23983	3.61886	21.035	0.872658086043315	0.00132670331698
0.24312	3.65637	21.035	0.872116313584775	0.001290630455509
0.24643	3.69387	21.035	0.871682729689371	0.001257994746812
0.24976	3.73137	21.035	0.871334517032468	0.001237357620869
0.25312	3.76887	21.035	0.870765388086996	0.001197206015381
0.25649	3.80637	21.035	0.869610597174147	0.001163896794934
0.25989	3.84387	21.035	0.867931026798925	0.001133300166393
0.26331	3.88137	21.035	0.866350503226182	0.001099762104383
0.26676	3.91887	21.035	0.865393961674163	0.001069613368563
0.27023	3.95637	21.035	0.86486950733524	0.001033922043076
0.27372	3.99388	21.035	0.864471335014168	0.001004953784812
0.27724	4.03138	21.035	0.864240324774171	0.000981223981795
0.28067	4.41233	24.98	0.862093952013503	0.001617674991915
0.28078	4.06888	21.035	0.864675656922843	0.00095213556795
0.28434	4.10638	21.035	0.865095363157818	0.000929743271183
0.2846	4.46108	24.98	0.861950436217926	0.001612858731931
0.28551	4.727	28.99	0.855174114562405	0.00119097985144
0.28793	4.14388	21.035	0.864407630569894	0.000901034627312
0.28836	4.14833	21.035	0.864498835569366	0.002197872441897
0.28857	4.50984	24.98	0.860592568324569	0.001594733592443
0.28931	4.77924	28.99	0.853709430295307	0.001184986848681
0.29155	4.18138	21.035	0.862957541359195	0.000870900886216
0.29255	4.55859	24.98	0.85879528207772	0.001580215305559
0.29279	4.19417	21.035	0.862527395169357	0.002175721005717
0.29313	4.83147	28.99	0.851934989482255	0.001179064120258
0.29519	4.21888	21.035	0.860822047410296	0.000832971663524
0.29655	4.60735	24.98	0.856406984956476	0.00155671486612
0.29696	4.8837	28.99	0.850013717741327	0.001179376836451
0.29725	4.24001	21.035	0.859358984326695	0.002154661935176
0.29885	4.25638	21.035	0.857664520017091	0.000789798460062
0.30058	4.6561	24.98	0.853419726627849	0.001541889507017
0.30072	5.13463	32.975	0.838140119302754	0.000771408176187
0.30081	4.93593	28.99	0.847674380191687	0.00117281344118
0.30175	4.28585	21.035	0.855239397519107	0.002118963284326
0.30254	4.29389	21.035	0.854403178247913	0.000753777964805
0.3046	5.19137	32.975	0.836166852770021	0.000747260294621
0.30464	4.70486	24.98	0.849639271891244	0.00152744132876
0.30468	4.98817	28.99	0.844827205595533	0.001170464005116
0.30626	4.33139	21.035	0.851914610852281	0.000721262801929
0.30629	4.33168	21.035	0.85213784331562	0.002092753635902
0.30797	5.45861	38.975	0.813091343994071	0.001916287248805
0.3085	5.24811	32.975	0.833685831320127	0.000733625822886
0.30856	5.0404	28.99	0.841509937331782	0.001157997486927
0.30872	4.75361	24.98	0.846470075271541	0.001498470253464
0.31	4.36889	21.035	0.849941400047611	0.000693969188727
0.31087	4.37752	21.035	0.849811718465017	0.002064461044035
0.31179	5.51893	38.975	0.811726581916573	0.001752762129037
0.3124	5.30484	32.975	0.831528001563273	0.00072857913316
0.31247	5.09263	28.99	0.839353453970715	0.001155362367036
0.31282	4.80237	24.98	0.844490269298248	0.001475071052317
0.31377	4.40639	21.035	0.84881810202804	0.00067400540323
0.31549	4.42336	21.035	0.848978459924318	0.002039039194145
0.31563	5.57925	38.975	0.811185947197387	0.001599720510567
0.31633	5.36158	32.975	0.830814767616808	0.0007330265315
0.31639	5.14486	28.99	0.838627639217754	0.001149794824501
0.31695	4.85112	24.98	0.844118341807489	0.001459469684385
0.31757	4.44389	21.035	0.848864990943823	0.000661406524557
0.31947	5.63956	38.975	0.81037134209242	0.001442302801619
0.32015	4.4692	21.035	0.848931065239472	0.002025667592389
0.32026	5.41832	32.975	0.829313336882936	0.000737113695741
0.32033	5.19709	28.99	0.837275688904318	0.001141624740859
0.3211	4.89988	24.98	0.843012188469371	0.001437272204999
0.32139	4.48139	21.035	0.848382366577452	0.000651060637251
0.32333	5.69988	38.975	0.809510034821597	0.001296475841864
0.32421	5.47505	32.975	0.827524061775246	0.000747616722448
0.32428	5.24933	28.99	0.83524614828449	0.001138221182322
0.32485	4.51504	21.035	0.847313180373918	0.001985397699291
0.32525	4.51889	21.035	0.846900204735507	0.000635326226041
0.32528	4.94863	24.98	0.840996240553571	0.00140745023013
0.32719	5.76019	38.975	0.808637047594011	0.001164686183073
0.32818	5.53179	32.975	0.825799605355554	0.000765479851272
0.32826	5.30156	28.99	0.833022501442488	0.001114196164057
0.32912	4.55639	21.035	0.845089660431946	0.000622737931691
0.32948	4.99739	24.98	0.838717404938471	0.001383558095974
0.32959	4.56087	21.035	0.845079553406292	0.0019576670408
0.33107	5.82051	38.975	0.807837794317914	0.001036590752796
0.33216	5.58853	32.975	0.824036589152915	0.000778558580895
0.33225	5.35379	28.99	0.83094733289614	0.001111544955071
0.33371	5.04614	24.98	0.836401615852194	0.001359541802174
0.33437	4.60671	21.035	0.842147564697592	0.00191992762606
0.33496	5.88083	38.975	0.80708063313699	0.000913677610953
0.33615	5.64526	32.975	0.822317707051725	0.000793133439936
0.33626	5.40602	28.99	0.828840328844212	0.001099334415263
0.33797	5.0949	24.98	0.833976836381492	0.001322007374044
0.33886	5.94114	38.975	0.806332755958317	0.00079710513877
0.3392	4.65255	21.035	0.838160065433323	0.001874547121859
0.34016	5.702	32.975	0.820591720984291	0.00080069475967
0.34029	5.45825	28.99	0.826760400877896	0.001086429857132
0.34225	5.14365	24.98	0.831334975210209	0.001300745867816
0.34277	6.00146	38.975	0.805602248933817	0.000695174102146
0.34407	4.69839	21.035	0.834154418237941	0.00185001939972
